person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,debt_to_income_ratio,loan_to_income_ratio,income_band,age_group,employment_stability,credit_history_category,flag_prior_default,flag_high_loan_burden,flag_low_income_high_grade_risk,flag_renter,default_probability,credit_risk_score,risk_tier,loan_decision,decision_reasons
24,32500,RENT,4.0,MEDICAL,C,14000,14.17,1,0.4308,N,2,0.061,0.4308,25-50k,18-25,Established(3-7y),New(<=2y),0,1,0,1,0.9484613608412564,331,Very High,Reject,Very High risk tier (PD=94.8%) — default probability too high for approval under current risk appetite.
22,34000,RENT,6.0,DEBTCONSOLIDATION,B,14000,10.62,1,0.4118,N,4,0.0437,0.4118,25-50k,18-25,Established(3-7y),Building(2-5y),0,1,0,1,0.9398173294251096,336,Very High,Reject,Very High risk tier (PD=94.0%) — default probability too high for approval under current risk appetite.
24,30000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,8000,6.17,0,0.2667,N,2,0.0165,0.2667,25-50k,18-25,Established(3-7y),New(<=2y),0,0,0,0,0.6275384360666164,523,High,Manual Review,High risk tier (PD=62.8%) — requires underwriter judgement and possibly additional collateral/guarantor.
22,37000,RENT,6.0,PERSONAL,A,14000,6.92,1,0.3784,N,2,0.0262,0.3784,25-50k,18-25,Established(3-7y),New(<=2y),0,0,0,1,0.820724481593142,408,Very High,Reject,Very High risk tier (PD=82.1%) — default probability too high for approval under current risk appetite.
26,37000,RENT,0.0,PERSONAL,B,14000,9.88,1,0.3784,N,4,0.0374,0.3784,25-50k,26-35,Unstable(<1y),Building(2-5y),0,0,0,1,0.8396881816036312,396,Very High,Reject,Very High risk tier (PD=84.0%) — default probability too high for approval under current risk appetite.
23,37148,RENT,4.0,EDUCATION,D,14000,14.42,1,0.3769,N,3,0.0543,0.3769,25-50k,18-25,Established(3-7y),Building(2-5y),0,0,0,1,0.9703090878739395,318,Very High,Reject,Very High risk tier (PD=97.0%) — default probability too high for approval under current risk appetite.
21,37947,RENT,5.0,PERSONAL,A,14000,7.9,1,0.3689,N,2,0.0291,0.3689,25-50k,18-25,Established(3-7y),New(<=2y),0,0,0,1,0.8025014319872411,418,Very High,Reject,Very High risk tier (PD=80.3%) — default probability too high for approval under current risk appetite.
22,39000,RENT,4.0,MEDICAL,B,14000,10.37,1,0.359,N,3,0.0372,0.359,25-50k,18-25,Established(3-7y),Building(2-5y),0,0,0,1,0.8423043105214675,395,Very High,Reject,Very High risk tier (PD=84.2%) — default probability too high for approval under current risk appetite.
26,39900,RENT,1.0,DEBTCONSOLIDATION,B,14000,10.37,1,0.3509,N,3,0.0364,0.3509,25-50k,26-35,Unstable(<1y),Building(2-5y),0,0,0,1,0.8520539876251396,389,Very High,Reject,Very High risk tier (PD=85.2%) — default probability too high for approval under current risk appetite.
22,40000,RENT,6.0,EDUCATION,B,14000,10.99,1,0.35,N,4,0.0385,0.35,25-50k,18-25,Established(3-7y),Building(2-5y),0,0,0,1,0.7482352747356834,451,Very High,Reject,Very High risk tier (PD=74.8%) — default probability too high for approval under current risk appetite.
24,40000,RENT,4.0,MEDICAL,A,14000,6.03,1,0.35,N,2,0.0211,0.35,25-50k,18-25,Established(3-7y),New(<=2y),0,0,0,1,0.7872169890581107,428,Very High,Reject,Very High risk tier (PD=78.7%) — default probability too high for approval under current risk appetite.
22,40000,RENT,6.0,EDUCATION,C,14000,13.11,1,0.35,Y,3,0.0459,0.35,25-50k,18-25,Established(3-7y),Building(2-5y),1,0,0,1,0.7813498070445973,431,Very High,Reject,Very High risk tier (PD=78.1%) — default probability too high for approval under current risk appetite. | Note: applicant also has a prior bureau default on file.
24,34000,RENT,0.0,VENTURE,D,14000,14.61,1,0.4118,Y,2,0.0602,0.4118,25-50k,18-25,Unstable(<1y),New(<=2y),1,1,0,1,0.97416983037627,315,Very High,Reject,Very High risk tier (PD=97.4%) — default probability too high for approval under current risk appetite. | Note: applicant also has a prior bureau default on file.
24,30000,OWN,7.0,HOMEIMPROVEMENT,C,10000,12.61,0,0.3333,N,3,0.042,0.3333,25-50k,18-25,Established(3-7y),Building(2-5y),0,0,0,0,0.5263875244563218,584,Moderate,Approve with Conditions,Moderate risk tier (PD=52.6%) — approve with adjusted terms (higher rate and/or lower approved amount).
21,30000,MORTGAGE,0.0,EDUCATION,D,2000,14.46,0,0.0667,Y,4,0.0096,0.0667,25-50k,18-25,Unstable(<1y),Building(2-5y),1,0,0,0,0.6365564578264503,518,High,Manual Review,High risk tier (PD=63.7%) — requires underwriter judgement and possibly additional collateral/guarantor. | Note: applicant also has a prior bureau default on file.
23,30000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,1000,13.72,0,0.0333,N,4,0.0046,0.0333,25-50k,18-25,Unstable(<1y),Building(2-5y),0,0,0,0,0.272177483076825,737,Low,Approve,Low risk tier (PD=27.2%) — acceptable risk under standard policy.
22,30000,MORTGAGE,3.0,EDUCATION,A,5000,6.91,0,0.1667,N,3,0.0115,0.1667,25-50k,18-25,Early(1-3y),Building(2-5y),0,0,0,0,0.1714682672868768,797,Very Low,Approve,Very Low risk tier (PD=17.1%) — strong repayment profile.
24,34400,RENT,8.0,DEBTCONSOLIDATION,D,14000,16.0,1,0.407,Y,3,0.0651,0.407,25-50k,18-25,Stable(7y+),Building(2-5y),1,1,0,1,0.9905472309844504,306,Very High,Reject,Very High risk tier (PD=99.1%) — default probability too high for approval under current risk appetite. | Note: applicant also has a prior bureau default on file.
24,30000,OWN,7.0,HOMEIMPROVEMENT,A,15250,6.54,0,0.5083,N,3,0.0332,0.5083,25-50k,18-25,Established(3-7y),Building(2-5y),0,1,0,0,0.8694109285143675,378,Very High,Reject,Very High risk tier (PD=86.9%) — default probability too high for approval under current risk appetite.
22,41000,RENT,5.0,VENTURE,A,14000,7.49,1,0.3415,N,3,0.0256,0.3415,25-50k,18-25,Established(3-7y),Building(2-5y),0,0,0,1,0.593372505811533,544,High,Manual Review,High risk tier (PD=59.3%) — requires underwriter judgement and possibly additional collateral/guarantor.
22,41340,RENT,6.0,VENTURE,D,14000,17.49,1,0.3387,N,3,0.0592,0.3387,25-50k,18-25,Established(3-7y),Building(2-5y),0,0,0,1,0.942215903326042,335,Very High,Reject,Very High risk tier (PD=94.2%) — default probability too high for approval under current risk appetite.
21,12000,RENT,0.0,DEBTCONSOLIDATION,C,2200,13.48,1,0.1833,N,3,0.0247,0.1833,<25k,18-25,Unstable(<1y),Building(2-5y),0,0,0,1,0.7824729334167265,431,Very High,Reject,Very High risk tier (PD=78.2%) — default probability too high for approval under current risk appetite.
21,15000,RENT,4.0,EDUCATION,D,2200,15.31,0,0.1467,Y,4,0.0225,0.1467,<25k,18-25,Established(3-7y),Building(2-5y),1,0,1,1,0.919650220435854,348,Very High,Reject,Very High risk tier (PD=92.0%) — default probability too high for approval under current risk appetite. | Note: applicant also has a prior bureau default on file.
25,15000,RENT,0.0,VENTURE,A,2200,7.88,0,0.1467,N,2,0.0116,0.1467,<25k,18-25,Unstable(<1y),New(<=2y),0,0,0,1,0.2295860715193949,762,Low,Approve,Low risk tier (PD=23.0%) — acceptable risk under standard policy.
21,16200,RENT,2.0,MEDICAL,D,2200,16.49,1,0.1358,N,2,0.0224,0.1358,<25k,18-25,Early(1-3y),New(<=2y),0,0,1,1,0.951951880152234,329,Very High,Reject,Very High risk tier (PD=95.2%) — default probability too high for approval under current risk appetite.
24,22000,RENT,4.0,MEDICAL,A,2200,7.49,0,0.1,N,3,0.0075,0.1,<25k,18-25,Established(3-7y),Building(2-5y),0,0,0,1,0.2503945608024433,750,Low,Approve,Low risk tier (PD=25.0%) — acceptable risk under standard policy.
23,24000,RENT,3.0,EDUCATION,C,2200,15.23,0,0.0917,Y,4,0.014,0.0917,<25k,18-25,Early(1-3y),Building(2-5y),1,0,0,1,0.4343301249234388,639,Moderate,Manual Review,Applicant has a prior bureau default on file — policy requires manual review even though the statistical risk tier is otherwise acceptable.
23,26004,RENT,8.0,DEBTCONSOLIDATION,B,2200,9.91,1,0.0846,N,2,0.0084,0.0846,25-50k,18-25,Stable(7y+),New(<=2y),0,0,0,1,0.3486851204509567,691,Low,Approve,Low risk tier (PD=34.9%) — acceptable risk under standard policy.
25,27500,RENT,4.0,MEDICAL,B,2200,12.53,0,0.08,N,4,0.01,0.08,25-50k,18-25,Established(3-7y),Building(2-5y),0,0,0,1,0.3849974727891623,669,Moderate,Approve with Conditions,Moderate risk tier (PD=38.5%) — approve with adjusted terms (higher rate and/or lower approved amount).
22,27996,RENT,0.0,HOMEIMPROVEMENT,D,2200,15.95,1,0.0786,Y,2,0.0125,0.0786,25-50k,18-25,Unstable(<1y),New(<=2y),1,0,0,1,0.9243626882910324,345,Very High,Reject,Very High risk tier (PD=92.4%) — default probability too high for approval under current risk appetite. | Note: applicant also has a prior bureau default on file.
21,35360,RENT,1.0,EDUCATION,A,2200,7.49,0,0.0622,N,2,0.0047,0.0622,25-50k,18-25,Unstable(<1y),New(<=2y),0,0,0,1,0.1055782613449376,837,Very Low,Approve,Very Low risk tier (PD=10.6%) — strong repayment profile.
25,38400,RENT,5.0,DEBTCONSOLIDATION,B,2200,12.69,0,0.0573,N,3,0.0073,0.0573,25-50k,18-25,Established(3-7y),Building(2-5y),0,0,0,1,0.3738695912888478,676,Moderate,Approve with Conditions,Moderate risk tier (PD=37.4%) — approve with adjusted terms (higher rate and/or lower approved amount).
23,30000,MORTGAGE,2.0,EDUCATION,E,12000,16.45,0,0.4,Y,3,0.0658,0.4,25-50k,18-25,Early(1-3y),Building(2-5y),1,0,0,0,0.974496375094782,315,Very High,Reject,Very High risk tier (PD=97.4%) — default probability too high for approval under current risk appetite. | Note: applicant also has a prior bureau default on file.
23,39000,RENT,7.0,DEBTCONSOLIDATION,B,2200,10.99,0,0.0564,N,4,0.0062,0.0564,25-50k,18-25,Established(3-7y),Building(2-5y),0,0,0,1,0.306760881302451,716,Low,Approve,Low risk tier (PD=30.7%) — acceptable risk under standard policy.
23,39270,RENT,6.0,VENTURE,C,2200,11.72,0,0.056,N,2,0.0066,0.056,25-50k,18-25,Established(3-7y),New(<=2y),0,0,0,1,0.1666688081463403,800,Very Low,Approve,Very Low risk tier (PD=16.7%) — strong repayment profile.
24,30000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,4500,14.72,0,0.15,Y,4,0.0221,0.15,25-50k,18-25,Early(1-3y),Building(2-5y),1,0,0,0,0.532856998456757,580,Moderate,Manual Review,Applicant has a prior bureau default on file — policy requires manual review even though the statistical risk tier is otherwise acceptable.
26,30000,OWN,0.0,PERSONAL,B,5000,10.38,0,0.1667,N,4,0.0173,0.1667,25-50k,26-35,Unstable(<1y),Building(2-5y),0,0,0,0,0.0697916758706417,858,Very Low,Approve,Very Low risk tier (PD=7.0%) — strong repayment profile.
22,46080,RENT,1.0,VENTURE,B,2200,11.99,0,0.0477,N,2,0.0057,0.0477,25-50k,18-25,Unstable(<1y),New(<=2y),0,0,0,1,0.1409802625385133,815,Very Low,Approve,Very Low risk tier (PD=14.1%) — strong repayment profile.
22,55000,RENT,3.0,MEDICAL,A,2200,5.79,0,0.04,N,4,0.0023,0.04,50-75k,18-25,Early(1-3y),Building(2-5y),0,0,0,1,0.0931174248010456,844,Very Low,Approve,Very Low risk tier (PD=9.3%) — strong repayment profile.
23,30000,MORTGAGE,2.0,VENTURE,A,8000,7.88,0,0.2667,N,2,0.021,0.2667,25-50k,18-25,Early(1-3y),New(<=2y),0,0,0,0,0.3358592712486002,698,Low,Approve,Low risk tier (PD=33.6%) — acceptable risk under standard policy.
25,30000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,9000,7.51,0,0.3,N,4,0.0225,0.3,25-50k,18-25,Established(3-7y),Building(2-5y),0,0,0,0,0.6761488687992688,494,High,Manual Review,High risk tier (PD=67.6%) — requires underwriter judgement and possibly additional collateral/guarantor.
23,75000,RENT,0.0,VENTURE,A,2200,7.9,0,0.0293,N,4,0.0023,0.0293,50-75k,18-25,Unstable(<1y),Building(2-5y),0,0,0,1,0.0527071666160366,868,Very Low,Approve,Very Low risk tier (PD=5.3%) — strong repayment profile.
21,52500,RENT,0.0,DEBTCONSOLIDATION,A,2225,7.66,0,0.0424,N,3,0.0032,0.0424,50-75k,18-25,Unstable(<1y),Building(2-5y),0,0,0,1,0.1543115761196718,807,Very Low,Approve,Very Low risk tier (PD=15.4%) — strong repayment profile.
25,30000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,6000,14.35,0,0.2,Y,2,0.0287,0.2,25-50k,18-25,Unstable(<1y),New(<=2y),1,0,0,0,0.683184217899535,490,High,Manual Review,High risk tier (PD=68.3%) — requires underwriter judgement and possibly additional collateral/guarantor. | Note: applicant also has a prior bureau default on file.
23,16000,RENT,6.0,DEBTCONSOLIDATION,C,2250,13.49,0,0.1406,N,4,0.019,0.1406,<25k,18-25,Established(3-7y),Building(2-5y),0,0,0,1,0.681491684516582,491,High,Manual Review,High risk tier (PD=68.1%) — requires underwriter judgement and possibly additional collateral/guarantor.
24,29140,RENT,1.0,VENTURE,C,2250,12.73,0,0.0772,N,4,0.0098,0.0772,25-50k,18-25,Unstable(<1y),Building(2-5y),0,0,0,1,0.2335180246144987,760,Low,Approve,Low risk tier (PD=23.4%) — acceptable risk under standard policy.
26,42000,RENT,4.0,DEBTCONSOLIDATION,B,2250,10.38,0,0.0536,N,4,0.0056,0.0536,25-50k,26-35,Established(3-7y),Building(2-5y),0,0,0,1,0.2735197148218902,736,Low,Approve,Low risk tier (PD=27.4%) — acceptable risk under standard policy.
23,14000,RENT,2.0,EDUCATION,D,2300,15.33,1,0.1643,N,2,0.0252,0.1643,<25k,18-25,Early(1-3y),New(<=2y),0,0,1,1,0.9338481863860392,340,Very High,Reject,Very High risk tier (PD=93.4%) — default probability too high for approval under current risk appetite.
25,25920,RENT,0.0,PERSONAL,B,2300,11.11,0,0.0887,N,4,0.0099,0.0887,25-50k,18-25,Unstable(<1y),Building(2-5y),0,0,0,1,0.2963815749719505,722,Low,Approve,Low risk tier (PD=29.6%) — acceptable risk under standard policy.
22,30000,OWN,4.0,VENTURE,C,7000,13.98,0,0.2333,Y,2,0.0326,0.2333,25-50k,18-25,Established(3-7y),New(<=2y),1,0,0,0,0.114020872534893,832,Very Low,Manual Review,Applicant has a prior bureau default on file — policy requires manual review even though the statistical risk tier is otherwise acceptable.
26,30000,RENT,1.0,MEDICAL,B,2300,10.99,0,0.0767,N,2,0.0084,0.0767,25-50k,26-35,Unstable(<1y),New(<=2y),0,0,0,1,0.3141189229804403,712,Low,Approve,Low risk tier (PD=31.4%) — acceptable risk under standard policy.
21,34416,RENT,5.0,EDUCATION,A,2300,6.76,0,0.0668,N,2,0.0045,0.0668,25-50k,18-25,Established(3-7y),New(<=2y),0,0,0,1,0.1001814471580879,840,Very Low,Approve,Very Low risk tier (PD=10.0%) — strong repayment profile.
26,36400,RENT,4.0,EDUCATION,A,2300,7.4,0,0.0632,N,2,0.0047,0.0632,25-50k,26-35,Established(3-7y),New(<=2y),0,0,0,1,0.1039250985347123,838,Very Low,Approve,Very Low risk tier (PD=10.4%) — strong repayment profile.
25,62400,RENT,7.0,MEDICAL,B,2300,11.71,0,0.0369,N,3,0.0043,0.0369,50-75k,18-25,Established(3-7y),Building(2-5y),0,0,0,1,0.2430870465141516,754,Low,Approve,Low risk tier (PD=24.3%) — acceptable risk under standard policy.
22,30000,OWN,4.0,PERSONAL,B,5000,11.12,0,0.1667,N,2,0.0185,0.1667,25-50k,18-25,Established(3-7y),New(<=2y),0,0,0,0,0.0770808004289231,854,Very Low,Approve,Very Low risk tier (PD=7.7%) — strong repayment profile.
23,78000,RENT,5.0,EDUCATION,D,2300,17.58,0,0.0295,Y,2,0.0052,0.0295,75-100k,18-25,Established(3-7y),New(<=2y),1,0,0,1,0.7951783495581285,423,Very High,Reject,Very High risk tier (PD=79.5%) — default probability too high for approval under current risk appetite. | Note: applicant also has a prior bureau default on file.
23,30000,MORTGAGE,6.0,VENTURE,B,5000,10.38,0,0.1667,N,4,0.0173,0.1667,25-50k,18-25,Established(3-7y),Building(2-5y),0,0,0,0,0.1940769297391445,784,Very Low,Approve,Very Low risk tier (PD=19.4%) — strong repayment profile.
22,30000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,5000,13.23,0,0.1667,N,4,0.022,0.1667,25-50k,18-25,Established(3-7y),Building(2-5y),0,0,0,0,0.5318106140131816,581,Moderate,Approve with Conditions,Moderate risk tier (PD=53.2%) — approve with adjusted terms (higher rate and/or lower approved amount).
26,14400,RENT,4.0,MEDICAL,B,2350,9.91,1,0.1632,N,4,0.0162,0.1632,<25k,26-35,Established(3-7y),Building(2-5y),0,0,0,1,0.556510452249857,566,High,Manual Review,High risk tier (PD=55.7%) — requires underwriter judgement and possibly additional collateral/guarantor.
25,44400,RENT,6.0,EDUCATION,C,2350,13.98,0,0.0529,Y,3,0.0074,0.0529,25-50k,18-25,Established(3-7y),Building(2-5y),1,0,0,1,0.2848317141320869,729,Low,Manual Review,Applicant has a prior bureau default on file — policy requires manual review even though the statistical risk tier is otherwise acceptable.
24,12000,RENT,4.0,MEDICAL,A,2400,6.92,1,0.2,N,2,0.0138,0.2,<25k,18-25,Established(3-7y),New(<=2y),0,0,0,1,0.5807953126989257,552,High,Manual Review,High risk tier (PD=58.1%) — requires underwriter judgement and possibly additional collateral/guarantor.
26,30000,MORTGAGE,0.0,EDUCATION,A,4000,7.14,0,0.1333,N,3,0.0095,0.1333,25-50k,26-35,Unstable(<1y),Building(2-5y),0,0,0,0,0.1236428346930896,826,Very Low,Approve,Very Low risk tier (PD=12.4%) — strong repayment profile.
23,13000,RENT,0.0,PERSONAL,E,2400,16.82,1,0.1846,N,3,0.0311,0.1846,<25k,18-25,Unstable(<1y),Building(2-5y),0,0,1,1,0.9723882675921468,317,Very High,Reject,Very High risk tier (PD=97.2%) — default probability too high for approval under current risk appetite.
24,13288,RENT,5.0,VENTURE,D,2400,17.27,1,0.1806,N,2,0.0312,0.1806,<25k,18-25,Established(3-7y),New(<=2y),0,0,1,1,0.935431665467892,339,Very High,Reject,Very High risk tier (PD=93.5%) — default probability too high for approval under current risk appetite.
24,30000,MORTGAGE,8.0,HOMEIMPROVEMENT,C,5000,13.48,1,0.1667,Y,2,0.0225,0.1667,25-50k,18-25,Stable(7y+),New(<=2y),1,0,0,0,0.5981522223977248,541,High,Manual Review,High risk tier (PD=59.8%) — requires underwriter judgement and possibly additional collateral/guarantor. | Note: applicant also has a prior bureau default on file.
25,30000,MORTGAGE,6.0,PERSONAL,A,4000,7.14,0,0.1333,N,2,0.0095,0.1333,25-50k,18-25,Established(3-7y),New(<=2y),0,0,0,0,0.1518017493836777,809,Very Low,Approve,Very Low risk tier (PD=15.2%) — strong repayment profile.
25,15648,RENT,4.0,EDUCATION,B,2400,11.71,0,0.1534,N,4,0.018,0.1534,<25k,18-25,Established(3-7y),Building(2-5y),0,0,0,1,0.4587814725740801,625,Moderate,Approve with Conditions,Moderate risk tier (PD=45.9%) — approve with adjusted terms (higher rate and/or lower approved amount).
26,16428,RENT,0.0,PERSONAL,C,2400,12.23,0,0.1461,N,4,0.0179,0.1461,<25k,26-35,Unstable(<1y),Building(2-5y),0,0,0,1,0.5423456196119399,575,High,Manual Review,High risk tier (PD=54.2%) — requires underwriter judgement and possibly additional collateral/guarantor.
24,16800,RENT,3.0,MEDICAL,C,2400,13.98,1,0.1429,Y,4,0.02,0.1429,<25k,18-25,Early(1-3y),Building(2-5y),1,0,0,1,0.6460902165221166,512,High,Manual Review,High risk tier (PD=64.6%) — requires underwriter judgement and possibly additional collateral/guarantor. | Note: applicant also has a prior bureau default on file.
26,30000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,15000,10.62,0,0.5,N,2,0.0531,0.5,25-50k,26-35,Early(1-3y),New(<=2y),0,1,0,0,0.96954321824473,318,Very High,Reject,Very High risk tier (PD=97.0%) — default probability too high for approval under current risk appetite.
23,30000,MORTGAGE,3.0,PERSONAL,B,4500,10.62,0,0.15,N,3,0.0159,0.15,25-50k,18-25,Early(1-3y),Building(2-5y),0,0,0,0,0.2748468887878848,735,Low,Approve,Low risk tier (PD=27.5%) — acceptable risk under standard policy.
26,18000,RENT,1.0,VENTURE,C,2400,13.06,1,0.1333,Y,2,0.0174,0.1333,<25k,26-35,Unstable(<1y),New(<=2y),1,0,0,1,0.3775242401666728,673,Moderate,Manual Review,Applicant has a prior bureau default on file — policy requires manual review even though the statistical risk tier is otherwise acceptable.
24,30000,MORTGAGE,9.0,DEBTCONSOLIDATION,C,2400,13.11,0,0.08,Y,2,0.0105,0.08,25-50k,18-25,Stable(7y+),New(<=2y),1,0,0,0,0.3329188281396761,700,Low,Manual Review,Applicant has a prior bureau default on file — policy requires manual review even though the statistical risk tier is otherwise acceptable.
22,30000,MORTGAGE,6.0,VENTURE,C,3200,13.48,0,0.1067,N,4,0.0144,0.1067,25-50k,18-25,Established(3-7y),Building(2-5y),0,0,0,0,0.1932910234268535,784,Very Low,Approve,Very Low risk tier (PD=19.3%) — strong repayment profile.
21,18000,RENT,4.0,VENTURE,C,2400,14.72,0,0.1333,N,2,0.0196,0.1333,<25k,18-25,Established(3-7y),New(<=2y),0,0,0,1,0.4436814778690754,634,Moderate,Approve with Conditions,Moderate risk tier (PD=44.4%) — approve with adjusted terms (higher rate and/or lower approved amount).
22,18000,RENT,4.0,DEBTCONSOLIDATION,C,2400,13.61,0,0.1333,Y,3,0.0181,0.1333,<25k,18-25,Established(3-7y),Building(2-5y),1,0,0,1,0.6566897593561002,506,High,Manual Review,High risk tier (PD=65.7%) — requires underwriter judgement and possibly additional collateral/guarantor. | Note: applicant also has a prior bureau default on file.
22,30000,MORTGAGE,6.0,EDUCATION,C,13750,14.22,0,0.4583,N,4,0.0652,0.4583,25-50k,18-25,Established(3-7y),Building(2-5y),0,1,0,0,0.8964368280631769,362,Very High,Reject,Very High risk tier (PD=89.6%) — default probability too high for approval under current risk appetite.
24,20000,RENT,0.0,DEBTCONSOLIDATION,D,2400,15.62,1,0.12,N,2,0.0187,0.12,<25k,18-25,Unstable(<1y),New(<=2y),0,0,1,1,0.946142368753828,332,Very High,Reject,Very High risk tier (PD=94.6%) — default probability too high for approval under current risk appetite.
22,30000,MORTGAGE,1.0,PERSONAL,B,5500,10.99,0,0.1833,N,3,0.0201,0.1833,25-50k,18-25,Unstable(<1y),Building(2-5y),0,0,0,0,0.3567663941452066,686,Low,Approve,Low risk tier (PD=35.7%) — acceptable risk under standard policy.
22,21600,RENT,1.0,HOMEIMPROVEMENT,D,2400,16.29,1,0.1111,N,4,0.0181,0.1111,<25k,18-25,Unstable(<1y),Building(2-5y),0,0,1,1,0.9587572017566685,325,Very High,Reject,Very High risk tier (PD=95.9%) — default probability too high for approval under current risk appetite.
